,year,odometer,numtype,numdrive,numcylinders,nummodel,price
2689,2001,122500.0,0,0,2,26,4900
2690,2005,177153.0,5,2,2,28,10999
2691,2008,122000.0,0,1,1,19,7950
2692,2007,138000.0,0,0,2,24,14500
2693,2008,163000.0,0,2,1,21,6950
2694,2007,116000.0,2,1,1,44,6500
2695,2008,150000.0,0,0,1,21,5995
2696,2008,103000.0,2,1,0,36,3295
2697,2004,66000.0,6,1,1,52,5500
2698,2008,67000.0,0,1,0,21,7500
2699,2011,179000.0,6,1,0,40,4900
2700,2006,109000.0,6,1,1,52,2999
2701,2012,189000.0,0,0,1,26,12900
2702,2009,134000.0,0,1,1,21,4900
2703,2016,27433.0,6,1,1,52,19500
2704,2006,129055.0,5,1,1,27,5895
2705,2009,172984.0,5,0,1,46,8950
2706,2017,39000.0,0,1,0,21,16000
2707,2012,87770.0,5,0,2,28,26800
2708,2008,145961.0,0,1,1,19,6499
2709,2010,114359.0,0,0,1,21,6999
2710,2011,148000.0,7,0,2,12,6500
2711,2007,117672.0,8,1,1,38,5499
2712,2015,76570.0,2,2,1,44,23995
2713,2010,90070.0,2,2,1,44,16995
2714,2006,30000.0,6,1,1,40,6950
2715,2003,147055.0,0,0,1,26,2795
2716,2012,150228.0,6,1,0,40,5500
2717,2017,35178.0,2,2,0,44,28988
2718,2017,72849.0,0,0,1,24,29900
2719,2010,184125.0,5,0,2,26,12995
2720,2011,148000.0,7,2,2,12,8000
2721,2011,137051.0,0,2,2,24,12900
2722,2012,90000.0,0,2,2,12,10000
2723,2011,166167.0,0,0,1,26,10495
2724,2006,109000.0,6,1,1,52,3500
2725,2007,182000.0,3,1,0,19,5950
2726,2014,97200.0,0,0,2,24,22900
2727,2004,161000.0,0,0,2,23,5000
2728,2015,44065.0,6,1,0,40,16875
2729,2013,181689.0,0,0,1,26,8900
2730,2012,180000.0,0,1,1,21,4900
2731,2008,231736.0,5,0,2,28,4000
2732,2011,164245.0,8,1,1,34,6499
2733,2013,125939.0,0,1,1,26,13599
2734,2012,154911.0,6,1,0,36,5995
2735,2009,106000.0,5,0,0,29,27500
2736,2003,149055.0,5,0,2,27,2595
2737,2014,97200.0,0,0,2,24,22900
2738,2006,179000.0,0,0,2,24,8250
2739,2013,120354.0,0,0,1,19,11450
2740,2015,76570.0,2,2,1,44,23995
2741,2010,90070.0,2,2,1,44,16995
2742,2007,110000.0,2,2,1,44,12000
2743,2010,32988.0,7,2,2,18,18990
2744,2012,215116.0,0,1,1,19,6981
2745,2010,132337.0,0,0,1,21,4981
2746,2013,175888.0,6,1,0,36,3981
2747,2006,200000.0,5,2,2,27,5995
2748,2012,50000.0,6,1,0,36,5250
2749,2003,170000.0,5,0,2,27,5995
2750,2011,128000.0,7,2,2,11,9500
2751,2015,76570.0,2,2,2,44,23995
2752,2010,90070.0,2,2,2,44,16995
2753,2015,76570.0,2,2,2,44,23995
2754,2010,90070.0,2,2,2,44,16995
2755,2015,76570.0,2,2,2,44,23995
2756,2010,90070.0,2,2,2,44,16995
2757,2010,113957.0,2,2,2,44,19995
2758,2017,141625.0,7,2,1,49,20300
2759,2014,219581.0,7,1,0,57,9500
2760,2010,177000.0,7,2,2,12,9950
2761,2009,88000.0,0,0,0,21,4100
2762,2014,136093.0,6,1,0,36,3650
2763,2011,200968.0,5,0,2,28,26895
2764,2004,206000.0,5,0,2,27,4500
2765,2003,216000.0,0,0,1,29,2500
2766,2008,16610.0,2,2,2,44,27500
2767,2008,173267.0,5,2,2,27,7950
2768,2008,122000.0,0,1,1,19,7950
2769,2007,138000.0,0,0,2,24,14500
2770,2008,163000.0,0,2,1,21,6950
2771,2007,165134.0,0,2,2,18,13500
2772,2007,182000.0,3,1,0,19,5950
2773,2006,179000.0,0,0,2,24,8250
2774,2006,2000.0,5,0,2,28,4500
2775,2001,139000.0,6,1,0,36,2800
2776,2011,230000.0,7,2,2,12,8800
2777,2013,12224.0,6,1,0,36,11000
2778,2004,132000.0,0,0,1,26,3500
2779,2003,188000.0,5,2,1,46,8900
2780,2011,131997.0,6,1,0,40,6700
2781,2016,50958.0,0,1,0,21,13200
2782,2015,60000.0,0,0,0,36,13000
2783,2018,64879.0,0,1,0,21,14300
2784,2011,80000.0,0,0,2,24,8900
2785,2016,50958.0,0,1,0,21,13200
2786,2001,145000.0,0,0,2,26,1400
2787,2006,74264.0,0,0,1,21,7395
2788,2005,122764.0,0,0,1,21,5995
2789,2007,118253.0,3,1,0,36,4295
2790,2016,50958.0,0,1,0,21,13200
2791,2006,150479.0,0,0,2,24,4800
2792,2016,117590.0,5,0,1,27,27895
2793,2013,140998.0,6,1,0,40,5900
2794,2016,118267.0,6,1,0,40,8900
2795,2010,215116.0,0,1,1,19,6981
2796,2010,132337.0,0,0,1,21,4981
2797,2013,175888.0,6,1,0,36,3981
2798,2017,84883.0,6,1,0,36,9895
2799,2016,50958.0,0,1,0,21,13200
2800,2011,200968.0,5,0,2,28,26895
2801,2011,131997.0,6,1,0,40,6700
2802,2018,64879.0,0,1,0,21,13900
2803,2011,120390.0,0,0,1,21,7995
2804,2013,144489.0,5,0,1,27,19400
2805,2017,100183.0,0,1,0,19,15400
2806,2009,88000.0,0,0,0,21,4100
2807,2008,91954.0,6,1,0,40,5600
2808,2012,216000.0,0,0,2,40,8000
2809,2002,137260.0,5,2,2,27,6500
2810,2002,216650.0,5,0,2,27,4900
2811,2014,137488.0,6,1,1,52,13000
2812,2017,125528.0,0,0,1,26,15900
2813,2010,163000.0,0,0,1,19,7375
2814,2007,110851.0,8,1,0,36,4495
2815,2010,72984.0,6,1,0,40,7995
2816,2010,138494.0,6,1,0,36,5995
2817,2012,86800.0,0,0,1,21,9995
2818,2012,137763.0,0,0,1,21,6495
2819,2005,159996.0,6,0,1,3,4000
2820,2016,44201.0,6,1,0,40,10581
2821,2013,122000.0,5,0,1,27,21995
2822,2017,100000.0,6,1,0,40,10995
2823,2013,54359.0,6,1,0,33,7995
2824,2014,130794.0,0,1,1,19,12000
2825,2001,155000.0,6,2,2,10,3400
2826,2002,15900.0,1,2,2,53,29900
2827,2012,81242.0,0,0,1,19,12995
2828,2013,54359.0,6,1,0,33,7995
2829,2016,44201.0,6,1,0,40,10981
2830,2010,151612.0,0,1,1,19,7495
2831,2007,138500.0,0,0,1,26,6500
2832,2017,125528.0,0,0,1,26,15900
2833,2004,160700.0,5,0,1,19,5500
2834,2006,129055.0,5,0,1,27,5895
2835,2014,119334.0,0,0,0,21,10995
2836,2011,86250.0,6,1,0,40,9650
2837,2011,107105.0,6,1,0,40,6995
2838,2013,95000.0,0,0,2,24,16500
2839,2006,137280.0,6,1,0,36,2995
2840,2014,168371.0,5,0,2,27,15000
2841,2007,131000.0,6,1,0,36,3900
2842,2009,197000.0,5,0,2,27,5000
2843,2017,26000.0,6,1,0,36,8950
2844,2007,130000.0,0,0,1,19,4900
2845,2001,242000.0,1,2,1,44,2500
2846,2014,58932.0,0,1,0,21,14995
2847,2018,24757.0,0,0,0,26,21995
2848,2011,179000.0,0,1,1,26,9900
2849,2011,199000.0,0,0,2,24,8900
2850,2017,35178.0,2,2,0,44,28988
2851,2017,72849.0,0,0,1,24,29900
2852,2013,122000.0,5,0,1,27,21995
2853,2017,100000.0,6,1,0,40,10995
2854,2013,126000.0,6,1,0,40,6500
2855,2016,50669.0,3,1,0,36,8500
2856,2009,37000.0,2,2,1,44,11500
2857,2012,96071.0,5,2,1,27,14995
2858,2004,193000.0,0,0,2,24,3000
2859,2002,15900.0,1,2,2,53,29900
2860,2014,119334.0,0,0,0,21,10995
2861,2014,62044.0,6,1,0,36,7995
2862,2005,152129.0,5,1,0,29,27000
2863,2015,52455.0,6,1,0,40,13750
2864,2018,32851.0,7,2,1,50,21900
2865,2012,160100.0,5,0,2,29,19495
2866,2011,150900.0,5,0,2,29,20495
2867,2015,187769.0,7,2,1,49,14900
2868,2010,125161.0,0,0,1,26,9850
2869,2015,78877.0,0,0,1,26,18995
2870,2003,149055.0,5,0,2,27,2595
2871,2013,35000.0,7,1,0,71,14900
2872,2013,124000.0,6,1,0,40,6999
2873,2009,134000.0,5,0,2,27,9900
2874,2005,166000.0,5,0,2,27,6450
2875,2015,70000.0,6,1,0,36,6900
2876,2012,83400.0,5,0,2,28,24995
2877,2008,151000.0,0,0,1,21,4500
2878,2014,13922.0,7,1,0,71,11900
2879,2014,99000.0,6,1,1,52,9950
2880,2012,127500.0,5,0,2,28,24995
2881,2010,105114.0,0,0,1,26,9850
2882,2010,110400.0,6,1,0,40,7000
2883,2010,32988.0,7,2,2,18,18990
2884,2012,83000.0,6,1,0,40,6600
2885,2016,53168.0,6,1,0,36,8995
2886,2007,133000.0,0,0,1,26,6950
2887,2017,125528.0,0,0,1,26,15900
2888,2007,174300.0,0,1,1,52,3495
2889,2013,130000.0,6,1,0,36,7495
2890,2011,179000.0,0,0,1,26,9900
2891,2018,32851.0,7,2,1,50,21900
2892,2005,200870.0,0,0,1,24,3500
2893,2005,172368.0,3,1,0,36,3300
2894,2007,85578.0,0,0,1,26,11995
2895,2010,135249.0,7,2,2,18,13995
2896,2007,190000.0,6,1,2,36,1000
2897,2012,145000.0,6,1,1,52,5500
2898,2002,208676.0,4,1,1,81,1575
2899,2013,125000.0,6,1,1,19,8900
2900,2011,76000.0,6,1,0,40,6900
2901,2012,81000.0,6,1,0,40,6900
2902,2017,85437.0,0,0,0,21,16995
2903,2017,44426.0,5,0,2,27,29995
2904,2010,116125.0,5,0,2,27,19995
2905,2001,187000.0,5,0,2,27,3900
2906,2004,116000.0,6,1,1,52,3990
2907,2013,102000.0,6,1,0,21,9900
2908,2016,56000.0,6,0,1,27,26500
2909,2012,66000.0,0,0,1,19,15650
2910,2009,205500.0,6,0,0,36,7000
2911,2017,26269.0,0,1,1,19,19650
2912,2017,26269.0,0,1,1,19,19650
2913,2017,125528.0,0,0,1,26,15900
2914,2013,109678.0,0,0,0,21,5900
2915,2014,33300.0,6,1,0,36,9700
2916,2011,174786.0,7,2,2,18,9000
2917,2007,164000.0,6,1,1,52,2000
2918,2002,180000.0,6,1,1,52,2500
2919,2012,130390.0,0,1,1,19,11800
2920,2001,110000.0,7,2,2,18,8900
2921,2012,203000.0,0,0,2,24,11000
2922,2017,125528.0,0,0,1,26,15900
2923,2010,214000.0,0,0,2,26,6000
2924,2013,106121.0,6,1,1,52,7995
2925,2010,133000.0,6,1,1,26,6990
2926,2009,84954.0,5,0,2,29,20999
2927,2011,107105.0,6,1,0,40,6995
2928,2010,74000.0,6,1,0,40,7490
2929,2014,154701.0,5,0,1,27,19999
2930,2006,129055.0,5,0,1,27,5895
2931,2006,168000.0,5,0,2,27,11000
2932,2014,99000.0,0,0,1,26,16900
2933,2002,183386.0,0,0,2,24,2500
2934,2013,112000.0,6,1,1,52,8490
2935,2016,116000.0,6,1,0,40,11990
2936,2007,124000.0,6,1,1,40,3000
2937,2013,82000.0,0,0,1,26,19950
2938,2013,94000.0,6,1,1,52,14880
2939,2011,150000.0,0,0,1,19,9980
2940,2013,76000.0,0,0,0,21,13995
2941,2013,136000.0,0,0,2,24,16995
2942,2017,26000.0,6,1,0,36,8950
2943,2011,93000.0,6,1,1,26,7990
2944,2002,204000.0,0,1,2,26,2900
2945,2015,128260.0,0,0,0,21,11695
2946,2015,70229.0,5,0,1,27,26999
2947,2018,24757.0,0,0,0,26,21995
2948,2011,123000.0,6,0,1,52,7990
2949,2008,252000.0,5,0,2,27,6395
2950,2004,129184.0,0,1,1,21,3800
2951,2016,78000.0,0,0,1,19,22900
2952,2011,150000.0,6,1,1,40,6000
2953,2012,96071.0,5,2,1,27,14995
2954,2019,28000.0,0,0,0,19,29900
2955,2010,82571.0,7,1,0,67,11495
2956,2005,152129.0,5,1,0,29,27000
2957,2014,62044.0,6,1,0,36,7995
2958,2010,133000.0,6,1,1,26,6990
2959,2013,114900.0,5,0,1,27,22000
2960,2014,154701.0,5,0,1,27,19999
2961,2013,112000.0,6,1,1,52,8490
2962,2011,93000.0,6,1,1,26,7990
2963,2003,149055.0,5,0,2,27,2595
2964,2017,31512.0,0,0,1,19,15499
2965,2019,5380.0,6,1,0,40,16499
2966,2004,187075.0,0,0,1,21,2699
2967,2013,108000.0,0,0,1,19,13900
2968,2015,93071.0,2,2,0,44,15900
2969,2015,94800.0,6,1,1,52,8900
2970,2012,116000.0,6,1,1,36,3200
2971,2011,123000.0,6,0,1,52,7990
2972,2014,99000.0,6,1,1,52,9950
2973,2014,107858.0,0,1,1,26,16995
2974,2013,166608.0,0,0,1,26,11495
2975,2014,84225.0,6,1,1,52,12995
2976,2012,113430.0,0,0,0,21,6990
2977,2009,54012.0,7,2,2,18,15400
2978,2012,206011.0,5,0,1,27,11995
2979,2014,192359.0,5,0,2,27,15495
2980,2008,144747.0,6,1,0,36,3995
2981,2014,123982.0,7,1,0,71,11990
2982,2006,198000.0,5,0,2,27,5600
2983,2015,108570.0,6,1,0,40,9000
2984,2011,187523.0,5,0,1,27,11850
2985,2008,149239.0,0,0,1,21,3800
2986,2011,195000.0,5,0,2,27,9300
2987,2015,122167.0,5,0,1,27,20995
2988,2007,145462.0,5,0,2,27,10995
2989,2007,67000.0,1,2,1,44,8900
2990,2016,40000.0,0,0,0,21,19987
2991,2017,30000.0,0,1,0,21,17900
2992,2013,120287.0,0,0,1,26,14995
2993,2011,107105.0,6,1,0,40,6995
2994,2014,121496.0,6,1,0,36,6500
2995,2005,135380.0,6,1,1,52,2600
2996,2013,122000.0,5,0,1,27,21995
2997,2017,100000.0,6,1,0,40,10995
2998,2013,126000.0,6,1,0,40,6500
2999,2014,62044.0,6,1,0,36,7995
3000,2013,124000.0,6,1,0,40,6999
3001,2009,134000.0,5,0,2,27,9900
3002,2005,166000.0,5,0,2,27,6450
3003,2015,70000.0,6,1,0,36,6900
3004,2014,103403.0,0,0,0,21,11995
3005,2016,53168.0,6,1,0,36,8995
3006,2012,83000.0,6,1,0,40,6600
3007,2014,108500.0,5,2,2,27,18499
3008,2013,110000.0,5,1,1,52,7500
3009,2013,142111.0,0,1,1,19,12950
3010,2006,61000.0,6,1,1,52,5900
3011,2009,140500.0,6,1,0,36,2000
3012,2014,49000.0,3,1,0,36,13600
3013,2013,113000.0,0,1,0,21,11450
3014,2014,49000.0,3,1,0,36,13200
3015,2007,140000.0,0,1,1,19,7950
3016,2013,139000.0,0,0,1,19,11400
3017,2008,160697.0,6,1,1,52,2300
3018,2005,146200.0,6,1,1,44,6950
3019,2011,122745.0,0,0,2,24,17999
3020,2007,106000.0,5,0,2,27,14500
3021,2007,120167.0,6,2,2,10,3950
3022,2013,86000.0,6,1,0,33,5100
3023,2003,149000.0,5,1,1,46,4500
3024,2006,129055.0,5,1,1,27,5895
3025,2012,181235.0,5,0,2,29,18999
3026,2013,167125.0,5,0,1,27,18999
3027,2016,176373.0,5,0,2,28,18999
3028,2016,62295.0,6,1,0,36,7200
3029,2007,277000.0,0,0,1,19,5250
3030,2014,75000.0,6,1,0,36,8850
3031,2017,26000.0,6,1,0,36,8950
3032,2013,155869.0,5,2,1,27,13900
3033,2013,178576.0,5,2,1,27,12900
3034,2015,198426.0,5,0,2,27,17900
3035,2016,168509.0,5,0,2,27,22900
3036,2016,187975.0,5,0,2,27,23900
3037,2013,153699.0,5,0,2,28,19900
3038,2016,170388.0,5,0,2,29,28900
3039,2018,62858.0,0,1,0,19,17600
3040,2003,104000.0,6,1,1,52,3850
3041,2013,98608.0,7,1,0,57,10999
3042,2002,274000.0,2,2,1,44,3000
3043,2005,220000.0,6,2,1,2,1450
3044,2010,135000.0,0,2,1,21,6950
3045,2005,190000.0,6,1,1,2,2850
3046,2007,118116.0,6,1,1,52,3550
3047,2010,143443.0,5,2,2,28,8450
3048,2006,99665.0,6,1,1,52,3950
3049,2010,115000.0,0,0,1,26,8000
3050,2011,116700.0,6,1,1,40,6250
3051,2013,170100.0,0,0,1,26,10200
3052,2008,157200.0,5,0,2,27,9995
3053,2002,184000.0,2,2,2,44,3995
3054,2018,24757.0,0,0,0,26,21995
3055,2013,153699.0,5,0,2,28,19900
3056,2011,218500.0,6,1,1,52,4500
3057,2017,72849.0,0,0,1,24,29900
3058,2006,220119.0,6,1,0,36,3450
3059,2014,141334.0,6,1,0,40,9450
3060,2002,43057.0,6,2,2,10,5200
3061,2012,141687.0,6,2,1,52,7500
3062,2012,96294.0,6,1,0,36,7999
3063,2013,50000.0,2,2,2,44,22988
3064,2007,218000.0,5,0,2,31,16750
3065,2014,75000.0,6,1,0,36,8850
3066,2006,99500.0,5,2,1,46,5750
3067,2014,121000.0,3,1,0,33,5900
3068,2007,201000.0,0,1,1,21,4900
3069,2009,55000.0,6,1,1,40,4950
3070,2008,165018.0,0,1,1,19,7999
3071,2012,96071.0,5,2,1,27,14995
3072,2014,94000.0,6,1,0,36,6750
3073,2007,131000.0,0,0,1,21,5950
3074,2012,102000.0,0,0,1,21,9975
3075,2011,94000.0,6,1,0,33,7450
3076,2005,178696.0,7,2,2,12,3800
3077,2008,117800.0,7,2,2,10,4000
3078,2005,152129.0,5,2,2,29,27000
3079,2016,176373.0,5,0,2,28,18999
3080,2013,167125.0,5,0,1,27,18999
3081,2009,256000.0,0,1,0,21,4995
3082,2010,150000.0,6,2,2,10,5995
3083,2013,155869.0,5,2,1,27,13900
3084,2013,178576.0,5,2,1,27,12900
3085,2015,198426.0,5,0,2,27,17900
3086,2016,168509.0,5,0,2,27,22900
3087,2016,187975.0,5,0,2,27,23900
3088,2018,62858.0,0,1,0,19,17600
3089,2016,170388.0,5,0,2,29,28900
3090,2013,89578.0,6,1,0,33,5980
3091,2015,18825.0,6,1,0,36,8999
3092,2007,89711.0,6,1,1,52,3950
3093,2012,119738.0,6,1,1,40,8980
3094,2012,160100.0,5,0,2,29,19495
3095,2011,111987.0,6,1,1,40,7980
3096,2012,106203.0,6,1,0,40,8480
3097,2016,74537.0,4,1,0,57,17480
3098,2007,158789.0,7,2,2,12,8995
3099,2013,66000.0,6,1,0,36,8950
3100,2007,270000.0,8,1,0,36,1950
3101,2004,122551.0,6,1,1,52,2450
3102,2011,150900.0,5,0,2,29,20495
3103,2005,203000.0,0,0,1,21,3000
3104,2013,86000.0,6,1,0,33,5100
3105,2006,180000.0,5,0,2,28,2250
3106,2009,236000.0,5,1,2,28,15000
3107,2007,156978.0,5,2,1,27,7600
3108,2006,200000.0,0,0,1,26,1950
3109,2011,212006.0,5,0,2,27,9900
3110,2019,12975.0,0,1,0,21,23500
3111,2005,152000.0,0,1,1,21,5495
3112,2013,187665.0,7,2,2,18,11199
3113,2001,160000.0,0,0,1,26,3500
3114,2005,200151.0,5,2,1,19,4850
3115,2013,86000.0,6,1,0,33,5100
3116,2007,164000.0,5,0,2,28,22000
3117,2005,129677.0,0,0,2,26,3488
3118,2017,61810.0,6,1,0,40,16000
3119,2011,124000.0,6,1,0,33,4950
3120,2005,172000.0,0,1,1,21,4400
3121,2004,209231.0,0,1,1,21,2995
3122,2013,159928.0,5,2,1,27,11795
3123,2014,168211.0,5,2,1,27,13795
3124,2017,36900.0,0,0,1,19,22500
3125,2011,189392.0,6,1,1,52,5500
3126,2008,150000.0,0,1,0,21,4495
3127,2006,129055.0,5,1,0,27,5895
3128,2010,180600.0,6,1,0,40,5500
3129,2013,128095.0,6,1,0,36,2000
3130,2005,152000.0,0,1,1,21,5495
3131,2014,128888.0,0,1,1,26,14995
3132,2014,127814.0,3,1,0,36,6995
3133,2018,29000.0,6,1,0,33,6995
3134,2014,115900.0,5,2,2,27,22999
3135,2017,88000.0,5,2,1,27,29995
3136,2014,106644.0,5,0,2,27,22999
3137,2014,119000.0,5,0,2,27,22999
3138,2012,152000.0,6,1,0,36,4995
3139,2008,150000.0,0,1,0,21,4495
3140,2003,170000.0,0,2,1,26,3200
3141,2012,128000.0,0,0,1,21,6950
3142,2014,115900.0,5,2,2,27,22999
3143,2012,81000.0,6,1,0,36,7000
3144,2011,109000.0,3,1,0,33,5000
3145,2013,84095.0,6,1,0,36,6995
3146,2012,39000.0,6,1,0,36,5995
3147,2016,152957.0,5,0,1,27,27500
3148,2011,127685.0,5,0,2,27,19995
3149,2014,66000.0,6,1,0,33,5995
3150,2005,152000.0,0,1,1,21,5495
3151,2010,191923.0,0,1,1,34,5500
3152,2015,209188.0,5,0,2,28,18500
3153,2017,88000.0,5,2,1,27,29995
3154,2014,106644.0,5,0,2,27,22999
3155,2014,119000.0,5,0,2,27,22999
3156,2013,146800.0,5,0,1,27,22950
3157,2012,96000.0,6,1,0,40,5350
3158,2016,46000.0,0,1,0,21,13500
3159,2017,88000.0,0,2,1,27,29995
3160,2004,79850.0,5,2,2,28,18000
3161,2003,149055.0,5,0,2,27,2595
3162,2014,106644.0,5,0,2,27,22999
3163,2019,12975.0,0,1,0,21,23500
3164,2019,26628.0,6,1,0,33,18500
3165,2005,152000.0,0,1,1,21,5495
3166,2004,157000.0,5,2,0,46,3750
3167,2005,152000.0,0,1,1,21,5495
3168,2011,189392.0,6,1,1,52,5500
3169,2012,128000.0,0,0,1,21,6950
3170,2014,119000.0,5,0,2,27,22999
3171,2012,101512.0,5,2,1,27,18999
3172,2011,115000.0,6,1,0,40,5995
3173,2010,32988.0,7,2,2,18,18990
3174,2017,74000.0,6,1,0,40,16999
3175,2011,127685.0,5,0,2,27,19995
3176,2016,14480.0,0,1,0,21,15990
3177,2007,199600.0,0,0,1,26,4500
3178,2016,152957.0,5,0,1,27,27500
3179,2012,128000.0,0,0,1,21,6950
3180,2014,119000.0,5,0,2,27,22999
3181,2013,103000.0,5,2,2,27,17499
3182,2012,101512.0,5,2,1,27,17888
3183,2017,127067.0,5,0,1,27,23999
3184,2010,161764.0,6,1,0,40,5200
3185,2012,96000.0,6,1,0,40,5350
3186,2013,60000.0,5,2,2,29,15995
3187,2014,127814.0,3,1,0,36,6995
3188,2002,198859.0,0,2,1,26,3000
3189,2015,128000.0,6,1,1,52,8650
3190,2012,167875.0,5,0,1,27,17500
3191,2014,219581.0,7,1,0,57,9500
3192,2017,108482.0,7,2,1,49,23900
3193,2014,45026.0,7,1,0,57,17600
3194,2017,113617.0,7,2,1,49,22300
3195,2014,219581.0,7,1,0,57,9500
3196,2014,35173.0,7,1,0,57,16900
3197,2014,219581.0,7,1,0,57,9500
3198,2017,141625.0,7,2,1,49,20300
3199,2010,177000.0,7,2,2,12,9950
3200,2017,72849.0,0,0,1,24,29900
3201,2018,74619.0,0,1,1,26,22599
3202,2015,94557.0,7,1,0,57,14950
3203,2015,90450.0,0,1,1,34,18990
3204,2016,88967.0,0,2,1,24,21299
3205,2014,61824.0,2,2,1,44,17549
3206,2006,147538.0,0,0,2,24,8000
3207,2016,44182.0,2,2,0,44,22791
3208,2014,114803.0,2,2,1,44,14599
3209,2015,89000.0,0,1,0,21,9500
3210,2010,90070.0,2,2,0,44,16995
3211,2015,76570.0,2,2,0,44,23995
3212,2015,76570.0,2,2,0,44,23995
3213,2010,90070.0,2,2,0,44,16995
3214,2015,76570.0,2,2,0,44,23995
3215,2010,90070.0,2,2,0,44,16995
3216,2015,76570.0,2,2,0,44,23995
3217,2010,113957.0,2,2,0,44,19995
3218,2010,90070.0,2,2,0,44,16995
3219,2014,106000.0,0,0,1,34,12995
3220,2014,123635.0,5,0,2,28,23990
3221,2004,160000.0,5,1,2,46,6500
3222,2013,139000.0,0,1,0,21,7500
3223,2013,68060.0,5,2,2,29,16990
3224,2002,170000.0,3,1,0,36,3600
3225,2003,149055.0,5,0,2,27,2595
3226,2006,230000.0,5,0,2,28,12000
3227,2012,179695.0,5,0,2,28,10990
3228,2010,70000.0,6,2,2,10,3000
3229,2013,129100.0,2,2,1,27,19900
3230,2011,142000.0,6,1,1,52,7000
3231,2013,139000.0,7,2,2,18,13900
3232,2013,96000.0,7,2,2,18,14900
3233,2015,76570.0,2,2,2,44,23995
3234,2010,90070.0,2,2,2,44,16995
3235,2008,224214.0,0,0,2,24,8500
3236,2011,146100.0,5,0,2,27,19500
3237,2017,130000.0,6,1,0,40,8900
3238,2014,71488.0,7,2,0,68,11990
3239,2015,76570.0,2,2,0,44,23995
3240,2010,90070.0,2,2,0,44,16995
3241,2010,113957.0,2,2,0,44,19995
3242,2014,117000.0,6,1,0,36,6500
3243,2002,139959.0,0,1,2,24,5995
3244,2002,82000.0,1,2,2,53,15900
3245,2014,126845.0,5,0,2,28,16990
3246,2017,77259.0,0,0,1,26,24981
3247,2013,107168.0,0,1,0,21,11785
3248,2015,108000.0,0,0,0,21,15995
3249,2009,156729.0,0,1,1,34,6985
3250,2006,105516.0,2,2,1,44,6950
3251,2004,66000.0,6,1,1,52,5500
3252,2002,106052.0,6,2,2,10,6995
3253,2009,156729.0,0,1,1,34,6985
3254,2003,242507.0,6,2,2,10,2495
3255,2009,156729.0,0,1,1,34,6985
3256,2006,129055.0,5,1,1,27,5895
3257,2016,73000.0,6,1,0,40,9500
3258,2016,85051.0,6,1,0,40,10950
3259,2016,98000.0,6,1,0,40,10500
3260,2016,85710.0,3,1,0,33,1000
3261,2013,133851.0,0,1,1,26,11950
3262,2013,107168.0,0,1,0,21,11785
3263,2009,156729.0,0,1,1,34,6985
3264,2013,192255.0,0,1,1,26,10950
3265,2015,76570.0,2,2,1,44,23995
3266,2010,90070.0,2,2,1,44,16995
3267,2014,67000.0,6,1,1,52,9900
3268,2009,78500.0,5,2,2,27,9500
3269,2001,175305.0,1,2,2,44,3500
3270,2018,30332.0,6,1,0,33,10950
3271,2017,72849.0,0,0,1,24,29900
3272,2007,187800.0,0,0,2,24,8250
3273,2009,156729.0,0,1,1,34,6985
3274,2013,107168.0,0,1,0,21,11785
3275,2008,69165.0,2,2,2,44,12500
3276,2016,52140.0,6,1,0,36,9999
3277,2013,107168.0,0,1,0,21,11785
3278,2002,248000.0,5,0,2,27,3500
3279,2013,107168.0,0,1,0,21,11785
3280,2016,73279.0,6,1,0,40,10000
3281,2003,242507.0,6,2,2,10,2495
3282,2004,76025.0,6,1,2,52,5495
3283,2014,219581.0,7,1,0,57,9500
3284,2017,108482.0,7,2,1,49,23900
3285,2017,113617.0,7,2,1,49,22300
3286,2014,45026.0,7,1,0,57,17600
3287,2013,107168.0,0,1,0,21,11785
3288,2011,150182.0,0,1,1,21,6950
3289,2005,170000.0,5,1,2,27,3000
3290,2013,107168.0,0,1,0,21,11785
3291,2013,107168.0,0,1,0,21,11785
3292,2013,107168.0,0,1,0,21,11785
3293,2015,150000.0,6,1,0,36,6000
3294,2010,130000.0,6,1,0,36,4970
3295,2005,204000.0,7,2,2,18,7000
3296,2013,107168.0,0,1,0,21,11785
3297,2006,232000.0,0,0,2,24,4200
3298,2003,242507.0,6,2,2,10,2495
3299,2003,149055.0,5,0,2,27,2595
3300,2013,107168.0,0,1,0,21,11785
3301,2004,76025.0,6,1,2,52,5495
3302,2010,167000.0,5,0,2,27,15500
3303,2013,107168.0,0,1,0,21,11785
3304,2013,107168.0,0,1,0,21,11785
3305,2013,107168.0,0,1,0,21,11785
3306,2002,200000.0,0,0,1,26,3000
3307,2013,80000.0,6,1,0,32,5000
3308,2008,140000.0,0,0,1,26,6900
3309,2010,32988.0,7,2,2,18,18990
3310,2014,35173.0,7,1,0,57,16900
3311,2014,219581.0,7,1,0,57,9500
3312,2013,115245.0,6,1,0,40,8995
3313,2013,204534.0,7,2,2,11,7495
3314,2004,169000.0,0,2,2,24,4200
3315,2015,76570.0,2,2,2,44,23995
3316,2010,90070.0,2,2,2,44,16995
3317,2014,51590.0,6,1,0,36,8995
3318,2003,242507.0,6,2,2,10,2495
3319,2017,67000.0,3,1,0,33,16000
3320,2015,76570.0,2,2,0,44,23995
3321,2010,90070.0,2,2,0,44,16995
3322,2010,113957.0,2,2,0,44,19995
3323,2009,191059.0,6,1,1,52,3995
