genero,casado,edad,graduado,profesion,experiencia_laboral,nivel_gasto,dependientes
Femenino,No,20,No,Doctor,9,bajo,4
Masculino,Si,45,Si,Ejecutivo,1,bajo,5
Masculino,No,59,Si,Artista,1,bajo,2
Femenino,No,46,Si,Marketing,1,bajo,1
Masculino,Si,46,Si,Artista,1,medio,3
Masculino,No,41,Si,Artista,9,bajo,2
Masculino,Si,70,Si,Abogado,1,alto,2
Masculino,Si,42,Si,Artista,9,medio,3
Femenino,Si,60,No,Ingenieria,1,alto,9
Masculino,No,37,Si,Ingenieria,9,bajo,1
Masculino,No,18,No,Sanidad,0,bajo,7
Masculino,Si,52,Si,Artista,1,medio,3
Femenino,No,32,No,Artista,2,bajo,4
Masculino,Si,74,No,Abogado,8,bajo,1
Masculino,Si,29,Si,Sanidad,1,medio,2
Masculino,Si,37,Si,Espectaculo,0,medio,3
Masculino,Si,45,No,Espectaculo,1,medio,3
Masculino,No,22,No,Sanidad,1,bajo,4
Femenino,Si,60,Si,Ingenieria,0,bajo,0
Femenino,Si,51,Si,Artista,8,medio,2
Masculino,Si,59,Si,Artista,0,medio,2
Masculino,Si,55,Si,Artista,1,medio,2
Masculino,No,22,No,Sanidad,2,bajo,3
Femenino,Si,84,No,Abogado,0,alto,2
Masculino,Si,50,Si,Espectaculo,0,medio,3
Masculino,Si,73,Si,Artista,5,alto,3
Femenino,No,23,No,Ingenieria,1,bajo,4
Femenino,No,21,Si,Sanidad,0,bajo,5
Masculino,No,18,No,Sanidad,1,bajo,4
Masculino,Si,46,Si,Artista,0,medio,3
Masculino,No,32,Si,Espectaculo,9,bajo,2
Femenino,No,36,Si,Sanidad,6,bajo,3
Masculino,Si,37,No,Doctor,9,bajo,2
Masculino,No,42,Si,Espectaculo,1,bajo,1
Masculino,Si,35,Si,Doctor,1,bajo,0
Femenino,Si,42,Si,Sanidad,9,medio,2
Femenino,No,33,No,Domestico,9,bajo,1
Femenino,Si,35,No,Ingenieria,1,alto,2
Femenino,Si,59,Si,Artista,0,medio,5
Masculino,Si,70,Si,Artista,1,bajo,1
Masculino,Si,53,No,Espectaculo,1,bajo,1
Femenino,Si,80,No,Abogado,1,alto,2
Masculino,Si,39,Si,Artista,0,medio,2
Femenino,Si,58,Si,Artista,0,medio,5
Femenino,No,30,No,Domestico,8,bajo,9
Femenino,No,23,No,Sanidad,0,bajo,3
Masculino,Si,59,Si,Artista,9,medio,4
Femenino,Si,56,Si,Doctor,0,bajo,2
Femenino,Si,40,Si,Artista,8,bajo,1
Femenino,Si,68,Si,Artista,1,bajo,2
Masculino,No,29,Si,Artista,1,bajo,6
Femenino,Si,55,Si,Artista,1,medio,3
Masculino,No,21,No,Sanidad,1,bajo,4
Femenino,No,19,No,Ingenieria,1,bajo,4
Femenino,Si,41,No,Sanidad,1,medio,4
Masculino,No,41,Si,Artista,4,bajo,1
Masculino,No,33,No,Doctor,1,bajo,2
Masculino,No,41,Si,Artista,6,bajo,1
Masculino,Si,35,Si,Ejecutivo,0,alto,4
Masculino,Si,41,Si,Espectaculo,9,medio,2
Masculino,No,26,No,Sanidad,0,bajo,3
Masculino,Si,42,No,Ejecutivo,3,alto,5
Femenino,Si,53,Si,Artista,0,medio,2
Femenino,Si,33,Si,Espectaculo,3,medio,3
Masculino,Si,39,Si,Artista,0,bajo,2
Femenino,No,25,No,Artista,6,bajo,3
Masculino,No,40,Si,Espectaculo,0,bajo,2
Femenino,No,22,No,Sanidad,0,bajo,4
Femenino,Si,37,Si,Artista,1,medio,2
Femenino,Si,65,Si,Artista,0,bajo,2
Masculino,Si,49,Si,Artista,0,medio,2
Femenino,Si,38,Si,Ingenieria,1,bajo,2
Femenino,Si,65,Si,Artista,0,medio,2
Femenino,Si,48,No,Ingenieria,0,medio,5
Masculino,Si,52,Si,Espectaculo,1,bajo,4
Masculino,Si,73,Si,Abogado,2,bajo,1
Femenino,No,48,Si,Ingenieria,1,bajo,1
Masculino,No,25,Si,Doctor,8,bajo,2
Masculino,No,31,Si,Sanidad,9,bajo,3
Masculino,No,25,No,Espectaculo,8,bajo,9
Masculino,No,21,No,Doctor,0,bajo,0
Masculino,No,20,No,Sanidad,0,bajo,4
Masculino,No,25,No,Ejecutivo,0,bajo,3
Masculino,Si,25,Si,Artista,8,bajo,2
Masculino,No,29,No,Espectaculo,1,bajo,3
Femenino,Si,72,No,Espectaculo,7,medio,3
Masculino,Si,48,Si,Artista,0,alto,2
Masculino,No,28,No,Doctor,1,bajo,5
Femenino,Si,42,Si,Artista,3,alto,3
Femenino,Si,32,Si,Artista,8,bajo,3
Masculino,Si,49,Si,Artista,0,bajo,1
Femenino,Si,55,Si,Artista,1,medio,2
Femenino,Si,40,Si,Artista,0,medio,3
Femenino,No,37,Si,Doctor,0,bajo,3
Masculino,No,27,No,Sanidad,3,bajo,4
Femenino,Si,32,Si,Domestico,4,alto,2
Masculino,Si,36,No,Ejecutivo,7,alto,4
Femenino,No,28,Si,Domestico,11,bajo,1
Masculino,Si,72,No,Espectaculo,0,medio,0
Masculino,No,18,No,Espectaculo,1,bajo,4
Femenino,No,36,Si,Artista,1,bajo,1
Femenino,Si,88,Si,Abogado,1,alto,2
Masculino,Si,51,Si,Artista,8,bajo,3
Masculino,Si,51,Si,Espectaculo,1,medio,4
Masculino,No,31,No,Artista,3,bajo,2
Femenino,Si,47,Si,Artista,1,medio,3
Masculino,No,29,Si,Sanidad,0,bajo,6
Femenino,No,20,No,Sanidad,0,bajo,0
Femenino,No,41,Si,Artista,1,bajo,0
Masculino,Si,68,No,Espectaculo,4,medio,2
Masculino,No,32,Si,Doctor,0,bajo,4
Masculino,Si,75,Si,Abogado,1,bajo,1
Femenino,No,39,Si,Sanidad,0,bajo,1
Masculino,No,18,No,Sanidad,1,bajo,3
Femenino,Si,42,Si,Artista,2,medio,2
Masculino,Si,48,Si,Ejecutivo,0,medio,4
Femenino,Si,70,Si,Artista,0,alto,2
Masculino,Si,45,Si,Artista,1,medio,2
Femenino,No,29,Si,Sanidad,0,bajo,4
Masculino,Si,50,Si,Espectaculo,1,medio,3
Femenino,No,22,No,Sanidad,0,bajo,6
Masculino,Si,46,Si,Artista,0,bajo,2
Femenino,Si,81,Si,Abogado,8,alto,2
Femenino,Si,49,Si,Artista,1,medio,3
Masculino,No,43,Si,Doctor,1,bajo,0
Masculino,Si,66,Si,Artista,1,alto,2
Femenino,No,53,Si,Artista,0,bajo,2
Femenino,No,29,Si,Artista,12,bajo,1
Femenino,Si,86,Si,Abogado,0,alto,2
Masculino,Si,70,Si,Artista,1,medio,3
Femenino,Si,36,Si,Artista,1,medio,2
Masculino,No,35,Si,Artista,1,bajo,2
Femenino,Si,42,Si,Artista,0,alto,2
Femenino,No,20,No,Artista,0,bajo,3
Femenino,Si,27,No,Ingenieria,1,medio,9
Masculino,Si,56,Si,Artista,4,bajo,1
Masculino,Si,67,No,Artista,1,bajo,1
Femenino,Si,51,Si,Artista,0,bajo,1
Masculino,Si,49,Si,Artista,1,medio,3
Masculino,Si,51,No,Artista,1,bajo,3
Femenino,No,26,Si,Artista,1,bajo,9
Femenino,Si,31,Si,Espectaculo,1,bajo,1
Masculino,Si,43,No,Ejecutivo,1,alto,3
Masculino,Si,59,No,Ejecutivo,7,medio,5
Femenino,No,35,Si,Ingenieria,4,bajo,1
Masculino,No,18,No,Sanidad,14,bajo,0
Femenino,No,48,Si,Espectaculo,9,bajo,2
Femenino,Si,88,Si,Abogado,1,alto,2
Femenino,No,30,Si,Sanidad,12,bajo,6
Femenino,No,22,No,Sanidad,6,bajo,3
Masculino,Si,66,Si,Artista,1,alto,2
Femenino,Si,81,No,Ingenieria,0,alto,2
Femenino,Si,36,No,Doctor,14,medio,2
Femenino,No,50,Si,Ingenieria,1,bajo,1
Masculino,Si,51,Si,Artista,1,bajo,2
Masculino,Si,66,Si,Abogado,0,alto,3
Femenino,Si,39,Si,Ingenieria,8,medio,2
Femenino,No,28,No,Espectaculo,0,bajo,5
Femenino,Si,50,Si,Artista,1,bajo,1
Masculino,Si,60,Si,Marketing,1,alto,5
Masculino,Si,52,No,Espectaculo,1,medio,4
Masculino,Si,32,No,Marketing,4,bajo,3
Femenino,Si,42,Si,Doctor,0,bajo,1
Masculino,No,48,Si,Espectaculo,1,bajo,2
Masculino,No,26,Si,Domestico,8,bajo,2
Femenino,No,21,No,Sanidad,0,bajo,7
Femenino,No,53,No,Artista,7,bajo,1
Masculino,No,32,Si,Doctor,0,bajo,3
Femenino,Si,56,Si,Doctor,1,medio,2
Femenino,No,36,Si,Artista,8,bajo,4
Masculino,Si,83,Si,Abogado,0,bajo,2
Masculino,Si,42,Si,Ejecutivo,1,bajo,2
Masculino,Si,62,Si,Ejecutivo,0,alto,2
Masculino,Si,40,No,Ejecutivo,0,bajo,4
Masculino,No,38,Si,Artista,2,bajo,1
Masculino,No,18,No,Sanidad,1,bajo,5
Femenino,Si,62,Si,Artista,3,bajo,2
Masculino,No,23,No,Sanidad,1,bajo,4
Femenino,Si,56,Si,Otro,0,medio,2
Masculino,No,42,Si,Artista,8,bajo,1
Femenino,No,32,No,Marketing,0,bajo,4
Femenino,No,28,No,Marketing,0,bajo,5
Masculino,Si,77,No,Abogado,0,bajo,0
Masculino,Si,35,Si,Ejecutivo,8,alto,4
Femenino,No,30,Si,Sanidad,8,bajo,0
Femenino,No,53,Si,Ingenieria,1,bajo,2
Femenino,No,27,Si,Otro,1,bajo,1
Femenino,No,53,Si,Espectaculo,8,medio,4
Masculino,Si,52,Si,Ejecutivo,1,alto,4
Masculino,No,29,Si,Doctor,3,bajo,3
Masculino,No,36,Si,Artista,6,bajo,3
Femenino,No,41,Si,Artista,0,bajo,1
Masculino,Si,72,Si,Ejecutivo,0,alto,4
Femenino,Si,50,Si,Ingenieria,1,bajo,2
Femenino,Si,79,Si,Abogado,0,alto,2
Femenino,No,23,No,Marketing,4,bajo,4
Femenino,No,25,Si,Sanidad,0,bajo,1
Femenino,No,40,Si,Doctor,1,bajo,1
Masculino,Si,27,Si,Sanidad,2,medio,2
Femenino,Si,62,Si,Artista,4,medio,7
Masculino,Si,29,Si,Sanidad,2,medio,2
Femenino,No,31,No,Doctor,6,bajo,2
Masculino,No,28,Si,Sanidad,1,bajo,4
Femenino,No,26,Si,Artista,1,bajo,5
Femenino,No,33,No,Sanidad,1,bajo,3
Femenino,No,43,Si,Marketing,1,bajo,1
Femenino,Si,50,Si,Espectaculo,0,medio,4
Femenino,No,29,Si,Artista,14,bajo,2
Masculino,No,29,No,Ingenieria,0,bajo,5
Femenino,Si,37,Si,Artista,5,bajo,2
Femenino,Si,75,Si,Abogado,2,alto,4
Masculino,No,19,No,Espectaculo,0,bajo,6
Femenino,No,42,Si,Artista,1,bajo,1
Masculino,No,22,No,Sanidad,1,bajo,5
Femenino,Si,28,Si,Doctor,0,medio,2
Masculino,Si,45,Si,Artista,0,medio,4
Masculino,Si,51,Si,Espectaculo,0,bajo,3
Masculino,No,40,No,Espectaculo,1,bajo,1
Masculino,No,42,Si,Artista,12,bajo,1
Femenino,No,49,Si,Artista,3,bajo,1
Masculino,Si,46,No,Espectaculo,8,bajo,2
Masculino,Si,29,Si,Artista,1,medio,3
Femenino,Si,72,Si,Abogado,0,alto,2
Masculino,No,26,Si,Sanidad,0,bajo,3
Femenino,Si,50,Si,Ingenieria,2,medio,3
Masculino,No,33,Si,Doctor,0,bajo,3
Femenino,Si,35,Si,Artista,7,medio,2
Femenino,Si,51,Si,Artista,1,medio,6
Masculino,Si,52,Si,Espectaculo,0,medio,6
Masculino,No,20,No,Espectaculo,5,bajo,2
Masculino,No,33,No,Marketing,1,bajo,6
Masculino,Si,58,Si,Artista,0,medio,3
Femenino,Si,38,Si,Doctor,1,bajo,4
Femenino,No,27,No,Sanidad,14,bajo,1
Masculino,Si,43,Si,Espectaculo,8,bajo,2
Femenino,No,18,No,Sanidad,0,bajo,5
Femenino,No,29,No,Sanidad,0,bajo,3
Masculino,Si,86,No,Abogado,2,medio,2
Masculino,No,32,No,Sanidad,7,bajo,5
Femenino,Si,52,No,Ingenieria,0,bajo,6
Masculino,Si,53,Si,Artista,1,medio,4
Masculino,No,29,No,Sanidad,9,bajo,3
Masculino,Si,58,Si,Artista,2,bajo,1
Masculino,No,72,Si,Abogado,0,alto,0
Femenino,Si,39,Si,Artista,0,medio,4
Masculino,Si,40,Si,Ingenieria,12,medio,3
Femenino,No,23,No,Sanidad,3,bajo,5
Femenino,Si,79,Si,Abogado,14,alto,3
Femenino,Si,70,Si,Abogado,0,alto,2
Femenino,No,27,No,Artista,0,bajo,6
Masculino,Si,47,No,Ejecutivo,1,alto,2
Masculino,Si,58,Si,Ejecutivo,3,medio,4
Masculino,Si,40,No,Ingenieria,6,medio,5
Masculino,Si,35,Si,Ejecutivo,1,medio,2
Masculino,Si,31,Si,Sanidad,0,bajo,2
Femenino,Si,43,Si,Artista,1,alto,4
Masculino,No,21,No,Doctor,4,bajo,3
Femenino,No,29,Si,Artista,1,bajo,3
Femenino,No,18,No,Sanidad,1,bajo,3
Masculino,No,28,Si,Artista,0,bajo,3
Femenino,No,27,Si,Sanidad,0,bajo,4
Femenino,Si,47,Si,Doctor,8,medio,2
Masculino,Si,52,Si,Marketing,1,alto,4
Femenino,No,42,No,Marketing,5,bajo,2
Femenino,Si,57,Si,Artista,2,alto,3
Masculino,Si,61,Si,Ejecutivo,0,alto,2
Masculino,No,33,Si,Artista,0,bajo,3
Femenino,Si,41,Si,Artista,11,medio,4
Femenino,No,39,Si,Doctor,9,bajo,3
Masculino,No,40,Si,Doctor,4,bajo,2
Femenino,Si,52,Si,Artista,1,bajo,3
Masculino,No,43,Si,Artista,0,bajo,1
Femenino,No,51,Si,Artista,0,bajo,1
Femenino,Si,36,Si,Espectaculo,6,bajo,2
Masculino,Si,38,Si,Espectaculo,8,bajo,2
Femenino,No,30,Si,Artista,0,bajo,5
Masculino,No,39,Si,Marketing,1,bajo,4
Femenino,No,46,Si,Espectaculo,1,bajo,2
Masculino,Si,43,No,Ejecutivo,3,alto,4
Masculino,Si,70,Si,Abogado,0,alto,2
Femenino,Si,41,Si,Espectaculo,9,bajo,1
Femenino,Si,39,Si,Ingenieria,1,bajo,1
Femenino,No,51,Si,Artista,0,bajo,2
Masculino,No,20,No,Sanidad,1,bajo,4
Masculino,No,26,Si,Marketing,10,bajo,1
Masculino,No,31,No,Marketing,4,bajo,1
Femenino,No,33,Si,Sanidad,0,bajo,3
Femenino,Si,70,Si,Ingenieria,0,alto,2
Masculino,No,33,Si,Sanidad,1,bajo,0
Femenino,No,71,No,Ingenieria,1,bajo,1
Masculino,Si,29,Si,Ingenieria,5,bajo,2
Femenino,No,41,No,Marketing,1,bajo,1
Masculino,Si,55,Si,Artista,1,medio,2
Masculino,No,29,No,Espectaculo,1,bajo,4
Masculino,Si,76,Si,Abogado,1,bajo,1
Femenino,No,23,No,Sanidad,0,bajo,0
Femenino,No,18,No,Sanidad,7,bajo,3
Femenino,Si,49,Si,Ingenieria,6,bajo,3
Masculino,No,19,No,Sanidad,9,bajo,5
Masculino,Si,81,Si,Ejecutivo,1,alto,3
Femenino,No,35,Si,Artista,9,bajo,1
Masculino,Si,59,No,Doctor,0,medio,2
Femenino,No,32,No,Sanidad,1,bajo,5
Femenino,Si,63,Si,Artista,1,bajo,1
Femenino,No,21,No,Sanidad,0,bajo,3
Femenino,Si,77,No,Abogado,0,alto,3
Masculino,No,36,Si,Artista,2,bajo,1
Femenino,No,22,No,Sanidad,0,bajo,5
Masculino,Si,26,No,Ejecutivo,5,alto,4
Masculino,Si,82,Si,Abogado,7,bajo,1
Masculino,No,18,No,Sanidad,2,bajo,4
Masculino,Si,35,Si,Artista,0,medio,2
Masculino,Si,36,No,Doctor,0,medio,2
Masculino,Si,59,Si,Artista,1,bajo,2
Masculino,Si,61,No,Artista,0,medio,2
Femenino,No,37,Si,Espectaculo,0,bajo,1
Femenino,No,25,No,Sanidad,1,bajo,5
Femenino,No,28,No,Sanidad,0,bajo,4
Masculino,No,29,Si,Sanidad,0,bajo,4
Femenino,Si,86,Si,Abogado,1,alto,2
Masculino,No,45,Si,Artista,0,bajo,2
Femenino,No,33,No,Domestico,9,bajo,1
Masculino,No,20,No,Sanidad,1,bajo,4
Masculino,Si,59,Si,Artista,1,medio,3
Femenino,No,51,No,Ingenieria,9,medio,4
Femenino,No,20,No,Sanidad,3,bajo,3
Femenino,Si,62,Si,Artista,1,medio,3
Masculino,Si,75,No,Abogado,0,bajo,1
Masculino,No,47,Si,Espectaculo,2,bajo,0
Femenino,No,32,No,Domestico,8,bajo,1
Masculino,Si,62,Si,Espectaculo,2,medio,4
Femenino,No,43,Si,Artista,1,bajo,1
Masculino,Si,69,Si,Abogado,1,bajo,1
Masculino,Si,38,No,Espectaculo,1,bajo,3
Femenino,No,29,No,Ingenieria,1,bajo,4
Masculino,Si,56,Si,Artista,0,bajo,1
Masculino,Si,53,Si,Ejecutivo,9,bajo,1
Femenino,No,37,Si,Artista,1,bajo,1
Masculino,Si,28,No,Ejecutivo,1,alto,5
Femenino,Si,74,Si,Artista,0,medio,2
Masculino,Si,51,Si,Espectaculo,1,medio,4
Femenino,Si,88,Si,Abogado,0,bajo,1
Femenino,Si,50,Si,Artista,0,medio,2
Masculino,No,19,No,Sanidad,1,bajo,7
Femenino,No,28,Si,Sanidad,5,bajo,0
Femenino,No,32,Si,Artista,6,bajo,1
Femenino,Si,45,Si,Ejecutivo,1,alto,3
Femenino,No,33,Si,Artista,1,bajo,2
Masculino,Si,53,Si,Ejecutivo,1,alto,4
Femenino,No,18,No,Sanidad,1,bajo,3
Masculino,No,45,Si,Espectaculo,1,bajo,1
Masculino,Si,86,Si,Artista,0,bajo,0
Femenino,No,26,Si,Doctor,9,bajo,4
Masculino,Si,46,Si,Doctor,7,medio,2
Masculino,Si,35,Si,Sanidad,6,medio,2
Femenino,No,32,Si,Marketing,8,bajo,6
Femenino,Si,25,Si,Artista,8,medio,2
Femenino,Si,63,Si,Artista,0,medio,4
Femenino,No,23,No,Sanidad,9,bajo,4
Femenino,No,26,Si,Ingenieria,9,bajo,8
Femenino,Si,46,Si,Artista,1,alto,3
Masculino,Si,70,No,Ingenieria,0,medio,2
Femenino,Si,40,Si,Ingenieria,1,medio,4
Masculino,No,33,Si,Espectaculo,6,bajo,1
Masculino,Si,48,Si,Domestico,10,bajo,3
Masculino,No,39,Si,Espectaculo,9,bajo,2
Masculino,Si,61,Si,Artista,1,medio,3
Masculino,Si,52,Si,Marketing,1,bajo,3
Femenino,Si,26,No,Espectaculo,1,medio,2
Femenino,Si,45,Si,Domestico,8,bajo,0
Femenino,Si,40,No,Ingenieria,1,bajo,2
Masculino,No,42,Si,Marketing,1,bajo,0
Masculino,No,19,No,Sanidad,0,bajo,0
Femenino,Si,73,Si,Artista,2,alto,2
Femenino,No,29,Si,Doctor,9,bajo,5
Masculino,Si,35,Si,Domestico,9,medio,4
Femenino,No,26,Si,Artista,1,bajo,4
Femenino,No,39,No,Sanidad,4,bajo,3
Masculino,No,28,Si,Sanidad,1,bajo,5
Femenino,No,37,Si,Artista,1,bajo,2
Femenino,Si,36,Si,Domestico,8,medio,2
Masculino,Si,41,No,Ejecutivo,0,bajo,3
Femenino,No,39,Si,Ingenieria,1,bajo,1
Masculino,Si,74,Si,Abogado,1,bajo,1
Femenino,No,23,No,Sanidad,0,bajo,3
Masculino,No,25,No,Sanidad,3,bajo,5
Femenino,Si,50,No,Artista,0,medio,5
Femenino,No,30,Si,Sanidad,2,bajo,3
Masculino,Si,66,No,Espectaculo,0,medio,2
Masculino,Si,29,Si,Espectaculo,0,bajo,2
Femenino,Si,43,No,Artista,4,bajo,1
Femenino,Si,56,Si,Artista,0,bajo,1
Femenino,Si,42,Si,Ingenieria,1,alto,3
Femenino,No,39,Si,Artista,7,bajo,1
Femenino,No,40,Si,Ingenieria,0,bajo,1
Femenino,Si,39,Si,Artista,0,bajo,1
Femenino,No,46,Si,Ingenieria,1,bajo,2
Femenino,Si,40,Si,Artista,1,alto,3
Femenino,Si,78,No,Abogado,0,alto,2
Femenino,Si,45,Si,Domestico,8,alto,4
Masculino,Si,58,Si,Artista,0,medio,2
Femenino,No,31,Si,Espectaculo,0,bajo,4
Femenino,Si,57,Si,Ingenieria,1,bajo,4
Masculino,No,32,Si,Sanidad,0,bajo,4
Masculino,Si,27,No,Espectaculo,6,bajo,4
Masculino,No,27,No,Espectaculo,6,bajo,4
Masculino,No,25,Si,Sanidad,9,bajo,4
Masculino,Si,57,No,Ejecutivo,1,bajo,2
Masculino,No,18,No,Sanidad,11,bajo,1
Femenino,Si,69,Si,Artista,0,bajo,2
Masculino,Si,59,No,Ingenieria,1,bajo,2
Femenino,Si,36,Si,Espectaculo,7,medio,2
Masculino,No,19,No,Sanidad,1,bajo,3
Femenino,Si,40,Si,Artista,9,bajo,2
Femenino,No,20,No,Ingenieria,8,bajo,5
Femenino,Si,63,Si,Artista,1,medio,3
Masculino,Si,42,Si,Espectaculo,3,medio,4
Femenino,Si,25,No,Ingenieria,7,medio,2
Masculino,Si,48,No,Ejecutivo,1,medio,4
Femenino,Si,52,Si,Artista,0,bajo,3
Masculino,Si,35,Si,Artista,8,medio,2
Femenino,Si,74,No,Abogado,0,bajo,1
Femenino,Si,33,No,Domestico,8,medio,4
Masculino,Si,45,No,Ejecutivo,11,alto,9
Masculino,Si,49,No,Artista,1,bajo,1
Masculino,Si,37,Si,Doctor,8,medio,2
Femenino,Si,40,No,Ingenieria,0,bajo,5
Femenino,No,29,No,Artista,0,bajo,3
Masculino,Si,72,No,Ejecutivo,2,alto,7
Femenino,Si,49,Si,Domestico,2,medio,4
Masculino,No,26,No,Sanidad,0,bajo,0
Masculino,Si,55,Si,Espectaculo,0,medio,4
Masculino,No,28,Si,Espectaculo,14,bajo,2
Masculino,No,52,Si,Espectaculo,1,bajo,1
Femenino,No,41,No,Artista,0,bajo,1
Masculino,No,22,No,Sanidad,8,alto,6
Femenino,Si,56,Si,Ingenieria,0,alto,2
Femenino,Si,51,Si,Marketing,9,medio,1
Masculino,Si,57,Si,Espectaculo,0,bajo,2
Masculino,Si,60,Si,Espectaculo,0,bajo,4
Masculino,No,27,No,Espectaculo,14,bajo,3
Masculino,Si,50,Si,Doctor,0,medio,3
Femenino,No,40,Si,Artista,2,bajo,1
Femenino,Si,69,Si,Artista,9,alto,2
Femenino,No,41,Si,Marketing,1,bajo,1
Masculino,Si,70,No,Espectaculo,1,bajo,1
Masculino,No,32,Si,Espectaculo,1,bajo,1
Femenino,No,73,Si,Abogado,0,bajo,1
Masculino,No,19,No,Ingenieria,7,bajo,5
Masculino,Si,70,No,Artista,1,medio,2
Masculino,Si,33,Si,Doctor,9,medio,2
Femenino,Si,49,Si,Artista,1,medio,5
Femenino,Si,89,Si,Abogado,1,alto,3
Masculino,No,25,No,Doctor,6,bajo,1
Femenino,Si,35,Si,Ingenieria,5,bajo,2
Femenino,No,39,Si,Doctor,5,bajo,0
Masculino,Si,47,Si,Artista,0,medio,2
Femenino,No,48,Si,Artista,1,bajo,1
Masculino,Si,45,Si,Ingenieria,5,medio,5
Femenino,Si,46,Si,Artista,2,bajo,2
Masculino,Si,84,Si,Abogado,1,bajo,1
Femenino,No,26,No,Ingenieria,1,bajo,2
Masculino,Si,51,Si,Espectaculo,0,alto,5
Masculino,Si,52,No,Ejecutivo,9,medio,4
Masculino,Si,53,Si,Ejecutivo,9,bajo,1
Masculino,No,42,Si,Artista,4,bajo,2
Femenino,No,47,Si,Domestico,9,bajo,3
Femenino,Si,41,Si,Artista,0,bajo,3
Masculino,Si,52,Si,Artista,2,medio,4
Femenino,No,30,Si,Doctor,0,bajo,5
Masculino,Si,47,No,Artista,0,bajo,2
Masculino,Si,61,No,Ingenieria,0,bajo,4
Masculino,Si,31,No,Ejecutivo,9,medio,2
Femenino,Si,31,No,Espectaculo,0,medio,0
Masculino,Si,47,Si,Artista,1,medio,3
Femenino,Si,86,Si,Abogado,0,alto,2
Masculino,Si,31,Si,Espectaculo,0,medio,2
Masculino,No,30,No,Doctor,0,bajo,5
Femenino,No,32,Si,Marketing,0,bajo,3
Masculino,Si,41,Si,Artista,7,alto,2
Femenino,Si,37,No,Ingenieria,3,alto,2
Femenino,No,51,No,Espectaculo,1,bajo,1
Masculino,Si,46,Si,Artista,1,medio,4
Masculino,No,38,Si,Sanidad,8,bajo,1
Femenino,No,38,Si,Ejecutivo,0,alto,1
Femenino,No,21,No,Sanidad,7,bajo,5
Masculino,No,21,No,Sanidad,0,bajo,5
Femenino,Si,75,Si,Abogado,3,alto,2
Masculino,Si,68,No,Ejecutivo,0,alto,2
Femenino,No,22,No,Doctor,1,bajo,5
Femenino,No,35,Si,Sanidad,9,bajo,1
Masculino,Si,35,Si,Artista,1,medio,4
Masculino,Si,72,Si,Artista,0,medio,2
Masculino,Si,68,Si,Artista,2,bajo,1
Masculino,No,27,No,Doctor,7,bajo,3
Femenino,No,33,No,Espectaculo,1,bajo,1
Femenino,Si,69,Si,Espectaculo,1,alto,2
Masculino,No,22,No,Sanidad,0,bajo,5
Masculino,Si,47,No,Espectaculo,1,bajo,2
Masculino,Si,53,Si,Artista,8,bajo,1
Femenino,Si,32,No,Otro,8,bajo,1
Femenino,Si,41,Si,Espectaculo,5,alto,0
Masculino,Si,38,Si,Espectaculo,0,bajo,2
Femenino,No,25,No,Doctor,0,bajo,3
Masculino,Si,57,Si,Artista,0,medio,2
Femenino,Si,33,Si,Espectaculo,0,bajo,5
Femenino,No,22,No,Sanidad,0,bajo,6
Masculino,Si,68,No,Ejecutivo,1,alto,2
Masculino,No,35,Si,Artista,13,bajo,1
Masculino,No,27,No,Sanidad,1,bajo,4
Masculino,Si,52,Si,Artista,1,bajo,4
Masculino,Si,46,No,Espectaculo,8,bajo,1
Femenino,No,40,Si,Artista,0,bajo,4
Femenino,Si,62,Si,Domestico,1,bajo,1
Femenino,Si,43,Si,Espectaculo,8,bajo,1
Femenino,No,42,Si,Artista,9,bajo,1
Masculino,No,19,No,Espectaculo,1,bajo,6
Masculino,Si,43,Si,Ingenieria,5,alto,2
Masculino,No,32,No,Doctor,9,bajo,4
Masculino,No,40,Si,Artista,8,bajo,2
Femenino,Si,48,Si,Ingenieria,0,alto,2
Masculino,No,38,Si,Doctor,7,bajo,1
Masculino,Si,68,No,Abogado,2,bajo,3
Masculino,Si,35,Si,Artista,2,bajo,3
Masculino,Si,60,Si,Artista,0,medio,2
Femenino,No,26,Si,Sanidad,1,bajo,5
Femenino,No,28,Si,Artista,5,bajo,4
Masculino,Si,75,No,Abogado,1,bajo,1
Femenino,Si,25,No,Espectaculo,2,bajo,2
Femenino,Si,35,Si,Artista,8,medio,2
Masculino,Si,56,Si,Doctor,0,bajo,1
Masculino,Si,41,Si,Espectaculo,2,medio,2
Femenino,No,36,Si,Sanidad,1,bajo,2
Femenino,No,31,Si,Artista,0,bajo,2
Masculino,Si,68,No,Abogado,0,bajo,2
Masculino,No,30,No,Sanidad,1,bajo,4
Masculino,Si,62,No,Artista,1,medio,2
Femenino,No,39,Si,Domestico,10,bajo,1
Femenino,Si,72,No,Abogado,0,alto,7
Masculino,No,31,Si,Sanidad,1,bajo,3
Femenino,Si,65,Si,Artista,1,medio,4
Masculino,Si,68,Si,Artista,1,bajo,1
Masculino,Si,39,No,Espectaculo,1,medio,4
Femenino,No,28,No,Sanidad,8,bajo,4
Masculino,Si,43,Si,Artista,8,medio,2
Masculino,Si,77,Si,Artista,1,alto,2
Femenino,No,42,Si,Artista,13,bajo,1
Masculino,No,31,Si,Sanidad,14,bajo,4
Femenino,No,85,Si,Abogado,0,bajo,3
Masculino,No,26,Si,Artista,1,bajo,2
